hour	h.choice income	age	edu	n1	n2	n3	race	home	lur
2999	6	 148	27	15	0	0	0	1	0	5
0	1	 132	56	10	1	1	1	1	1	11
1800	5	 159	33	11	1	0	0	1	1	4
245	2	 130	18	9	2	0	0	0	0	3
1898	5	 203	26	11	1	2	0	0	0	3
344	2	 210	27	13	1	0	0	1	0	8
0	1	 529	40	14	1	1	0	1	1	6
2480	6	 70	27	17	0	0	0	0	0	5
1442	4	 175	39	12	0	1	1	0	1	6
1840	5	 494	42	12	0	0	2	0	0	4
1920	5	 145	21	12	0	0	0	0	0	5
0	1	 80	25	13	3	2	0	1	0	7
0	1	 271	58	6	0	0	0	1	1	7
1943	5	 250	27	12	2	0	0	1	1	7
0	1	 190	33	12	0	1	0	1	1	5
1960	5	 250	47	11	0	1	0	1	1	9
1928	5	 260	25	14	0	1	0	1	0	9
2344	6	 93	25	12	1	0	0	1	0	9
1922	5	 120	25	14	0	0	0	1	0	9
0	1	 154	34	12	0	1	0	0	1	4
1424	4	 300	28	12	1	0	0	0	1	5
800	3	 83	45	9	0	2	1	0	1	4
0	1	 382	45	12	0	0	0	0	1	5
0	1	 70	26	10	2	3	0	1	0	6
428	2	 255	32	8	2	1	0	1	0	6
2600	6	 230	30	14	0	0	0	1	0	6
348	2	 170	55	12	0	0	1	1	0	9
972	3	 64	46	8	0	0	0	0	0	8
0	1	 300	27	12	1	1	0	0	0	8
1936	5	 200	23	12	0	0	0	0	1	8
1304	4	 320	31	15	0	0	0	1	0	6
1960	5	 171	28	15	0	0	1	1	0	8
0	1	 337	56	14	0	0	0	1	1	9
0	1	 170	27	12	2	1	0	1	1	21
1952	5	 276	33	13	0	1	0	1	1	5
492	2	 85	21	11	1	0	0	1	0	6
1940	5	 106	21	12	1	0	0	1	0	6
0	1	 250	47	9	0	0	0	0	0	6
2084	5	 205	50	7	0	0	1	1	1	4
2072	5	 128	30	9	1	1	1	1	0	4
1916	5	 160	26	12	0	2	0	1	1	4
0	1	 1	28	10	1	3	0	1	0	4
2920	6	 130	23	12	2	0	0	0	0	7
1912	5	 168	31	14	1	2	0	1	0	5
1888	5	 262	32	11	1	1	0	1	1	6
1828	5	 318	52	3	0	0	1	1	1	11
1776	5	 140	28	12	2	0	0	1	0	11
0	1	 206	50	8	0	0	0	0	1	6
1754	5	 110	23	14	0	0	0	0	0	6
1290	4	 144	55	12	0	0	0	1	1	6
520	2	 173	25	13	1	0	0	1	0	4
2205	5	 138	30	13	2	0	0	0	1	7
735	2	 440	33	12	1	1	0	0	1	7
172	2	 146	21	12	2	0	0	0	0	7
1944	5	 258	44	12	0	0	0	1	1	5
941	3	 140	18	11	0	0	0	0	0	7
2607	6	 171	57	16	0	0	0	0	1	6
1927	5	 210	26	14	0	0	0	0	0	6
2014	5	 120	27	15	0	0	0	0	0	6
0	1	 52	21	12	1	0	0	0	0	5
0	1	 107	37	10	0	0	2	0	0	5
2140	5	 53	39	14	0	1	1	0	0	5
1581	4	 411	44	12	0	0	0	0	1	5
2024	5	 380	26	13	0	1	0	0	1	5
1138	3	 664	52	16	0	0	0	0	1	5
0	1	 312	57	12	0	0	0	1	0	6
1928	5	 0	31	14	1	1	0	1	0	6
1972	5	 513	56	12	1	0	0	1	1	2
1976	5	 280	33	16	1	0	0	1	1	2
1960	5	 213	29	14	0	1	0	1	1	3
1616	4	 150	29	12	0	1	0	1	0	6
2064	5	 390	52	12	0	1	0	1	1	6
2022	5	 304	30	12	1	2	0	1	1	6
1928	5	 0	56	12	0	0	0	1	1	6
1754	5	 141	34	17	1	1	0	1	0	6
2072	5	 330	25	14	1	1	0	1	1	6
2500	6	 157	29	12	0	0	0	1	1	6
1832	5	 1260	33	16	0	0	0	0	1	3
2000	5	 230	56	12	0	0	0	0	1	7
1752	5	 114	24	16	0	0	0	0	0	7
0	1	 184	27	9	0	2	0	0	1	7
2000	5	 290	26	10	1	0	0	0	1	6
1862	5	 415	46	9	0	1	0	0	1	7
90	2	 235	24	10	1	1	0	0	1	7
160	2	 130	29	14	1	3	0	1	0	5
1887	5	 53	27	10	0	2	0	1	0	5
0	1	 301	21	8	1	0	0	1	0	5
822	3	 177	25	9	2	2	0	1	1	5
0	1	 108	19	10	2	0	0	1	0	5
2242	5	 608	40	17	0	0	0	1	1	8
0	1	 382	58	11	0	1	2	1	1	6
3305	6	 176	33	16	0	0	0	1	0	6
1968	5	 68	24	12	0	0	0	1	0	6
346	2	 0	23	12	2	0	0	1	0	6
2045	5	 130	33	13	0	0	1	1	0	6
1965	5	 300	38	14	1	0	1	1	1	5
1107	3	 156	28	14	0	2	0	1	0	5
360	2	 183	49	9	0	0	1	1	1	5
1543	4	 220	34	14	0	0	0	1	1	5
1820	5	 291	26	13	2	0	0	1	1	5
0	1	 130	25	12	3	0	0	0	0	3
0	1	 143	26	11	2	1	0	1	0	7
0	1	 365	22	11	3	0	0	1	1	7
17	2	 408	36	12	0	2	0	0	1	10
0	1	 379	36	15	0	0	1	0	1	10
0	1	 120	22	12	0	0	0	0	0	10
1960	5	 135	24	13	0	0	0	0	1	7
211	2	 109	20	11	1	0	0	0	0	7
0	1	 142	58	0	0	0	0	0	1	5
440	2	 381	28	14	2	0	0	0	1	5
1507	4	 418	27	13	3	0	0	0	1	5
1632	4	 393	38	12	0	3	1	0	1	5
0	1	 163	46	4	0	1	0	0	1	5
733	2	 160	36	9	0	1	3	0	0	8
2272	6	 320	39	10	0	1	1	0	0	3
0	1	 381	42	6	1	0	0	1	1	5
2000	5	 303	38	12	0	0	0	0	0	4
1649	4	 155	32	12	1	0	1	0	0	3
1645	4	 180	30	12	1	0	0	0	1	4
0	1	 247	63	0	2	3	0	1	1	6
2112	5	 223	26	12	1	0	0	1	0	9
1248	3	 75	62	7	0	0	0	1	1	6
1912	5	 270	41	12	1	1	0	1	1	6
1930	5	 370	54	11	0	0	0	0	1	2
0	1	 550	33	12	1	2	0	0	1	5
0	1	 232	57	12	0	0	0	0	1	3
826	3	 76	29	12	2	1	1	1	0	9
0	1	 103	41	10	0	1	0	0	0	5
1528	4	 79	24	12	0	0	0	0	0	4
1850	5	 305	26	16	0	0	0	0	1	4
0	1	 342	30	12	0	0	0	0	1	7
744	2	 271	25	16	1	0	0	0	1	5
0	1	 441	40	10	0	1	1	0	1	6
0	1	 350	49	10	0	0	1	0	0	4
15	2	 16	22	10	1	0	0	1	0	5
2040	5	 140	38	12	1	1	0	1	0	5
1512	4	 489	49	13	0	0	1	1	1	6
462	2	 50	23	12	3	0	0	1	0	9
1467	4	 642	56	12	0	0	0	0	1	3
0	1	 860	34	12	1	1	0	0	1	3
1182	3	 203	36	16	0	0	0	0	0	6
2000	5	 391	54	8	0	0	0	1	1	6
2100	5	 325	29	12	2	0	0	1	0	3
2000	5	 310	38	12	0	2	0	1	1	3
2040	5	 454	39	16	0	0	1	1	1	6
1715	4	 76	25	12	0	1	0	1	0	6
1536	4	 327	21	12	1	0	0	0	1	5
1970	5	 615	44	16	0	0	0	0	1	5
1780	5	 624	39	12	0	1	2	0	1	7
2259	6	 395	27	12	1	1	0	0	1	5
2141	5	 459	52	12	0	0	0	0	1	5
1768	5	 146	22	12	1	0	0	1	0	6
1246	3	 325	35	12	1	1	0	0	1	5
2080	5	 529	37	12	0	1	2	0	1	7
0	1	 214	57	11	0	0	0	0	1	5
0	1	 95	47	6	1	0	1	1	0	6
185	2	 250	30	9	1	2	0	1	0	5
0	1	 83	18	7	4	0	1	1	1	5
0	1	 260	25	11	2	1	0	1	1	6
0	1	 323	34	12	0	2	2	1	1	6
1960	5	 199	32	13	0	0	0	1	0	6
1518	4	 520	35	16	2	0	0	1	1	11
2296	6	 431	34	12	0	1	0	1	1	6
0	1	 430	40	12	0	2	1	1	1	4
1976	5	 300	30	14	1	0	0	1	1	4
1736	4	 270	41	12	0	0	1	0	1	6
955	3	 42	29	16	1	2	0	0	1	5
608	2	 62	48	6	0	0	0	1	0	5
59	2	 52	29	5	0	1	1	1	0	5
0	1	 251	37	11	1	2	1	1	0	5
1514	4	 225	34	17	2	0	0	1	1	5
1268	4	 191	27	15	0	0	0	1	0	5
581	2	 70	22	12	0	0	0	1	0	4
2160	5	 176	31	14	1	0	0	0	0	3
1715	4	 140	27	12	0	0	0	0	0	6
200	2	 400	29	16	2	0	0	0	1	6
0	1	 370	34	13	1	1	1	1	1	7
0	1	 124	60	7	0	0	0	1	0	7
1681	4	 70	25	12	2	0	0	1	0	7
1587	4	 188	38	12	1	3	2	1	0	7
0	1	 54	64	4	0	0	0	1	0	6
1688	4	 271	42	14	0	0	0	1	0	5
1051	3	 287	40	12	0	1	1	0	1	4
1872	5	 15	52	8	0	1	0	0	0	7
0	1	 48	24	8	2	0	0	0	0	7
963	3	 40	24	15	1	0	0	1	0	5
1960	5	 770	40	17	0	1	0	0	1	9
0	1	 729	29	16	2	0	1	0	1	7
790	3	 211	25	13	0	0	0	1	1	5
0	1	 323	55	12	0	0	0	1	1	5
0	1	 200	33	12	0	1	0	1	0	5
0	1	 120	25	12	2	0	0	1	0	5
1735	4 	 321	31	12	0	1	1	1	0	5
1968	5	 304	29	12	0	2	0	0	1	9
0	1	 154	32	11	0	3	0	0	0	9
1928	5	 480	39	12	0	0	1	1	1	2
1560	4	 97	24	12	0	0	0	1	0	6
1545	4	 10	29	12	3	0	0	1	0	6
1944	5	 561	41	15	0	1	0	1	1	7
2165	5	 251	21	12	0	0	0	0	0	3
0	1	 288	58	10	0	0	0	0	1	5
2115	5	 50	37	12	0	2	2	0	1	5
255	2	 345	32	12	1	1	0	0	1	5
1868	5	 200	27	14	0	0	0	0	1	4
1913	5	 173	29	16	0	0	0	0	0	4
1760	5	 386	48	12	0	0	0	0	1	4
563	2	 333	28	14	2	0	0	0	1	5
0	1	 200	33	12	1	1	0	1	1	4
1648	4	 378	54	11	0	0	0	1	1	4
2070	5	 91	20	12	0	0	0	1	1	2
2020	5	 80	49	8	0	0	0	1	1	4
1960	5	 210	33	12	0	2	0	1	1	4
2000	5	 130	27	12	1	1	0	1	0	4
1984	5	 40	62	9	0	0	0	1	1	4
1742	4	 195	35	12	0	0	1	1	1	4
2050	5	 280	26	12	0	0	0	1	1	6
1880	5	 270	31	12	1	0	0	1	1	4
1040	3	 100	48	10	0	0	0	1	1	11
1297	4	 260	21	14	2	0	0	1	0	5
1092	3	 270	53	12	0	0	0	0	1	4
880	3	 316	27	12	2	0	0	0	1	8
2500	6	 175	23	16	0	0	0	0	0	9
1883	5	 -139	25	15	0	0	0	0	0	4
0	1	 416	41	12	1	1	1	0	1	8
876	3	 33	64	5	0	0	0	1	1	11
2104	5	 129	32	12	0	2	0	0	1	9
1300	4	 156	42	14	1	1	1	1	0	9
0	1	 130	46	7	1	0	1	1	1	9
1368	4	 50	31	12	1	1	0	1	0	9
595	2	 36	33	13	0	0	0	0	0	9
2722	6	 109	31	13	0	3	0	0	1	9
500	2	 365	37	17	0	2	0	0	1	9
1960	5	 214	39	14	0	0	0	1	1	9
1376	4	 285	37	16	0	1	1	1	0	9
1908	5	 205	32	14	1	0	0	0	1	8
0	1	 200	43	11	0	2	1	1	1	9
0	1	 76	58	10	0	0	0	0	1	9
524	2	 295	35	12	0	2	0	0	0	9
1736	4	 69	27	12	1	0	0	0	0	9
1296	4	 194	26	12	1	1	0	1	1	9
0	1	 152	55	10	0	0	0	1	1	9
2000	5	 220	31	12	1	1	0	1	0	9
1950	5	 116	30	8	0	4	0	1	0	9
0	1	 123	25	11	3	0	0	1	0	12
300	2	 264	26	12	1	0	0	0	1	9
1984	5	 525	40	14	0	2	1	0	1	9
0	1	 175	62	12	0	0	0	0	1	9
261	2	 96	19	12	1	0	0	0	0	9
1900	5	 8	53	9	0	0	0	1	1	4
2024	5	 313	25	13	0	0	0	1	0	9
0	1	 94	25	12	1	2	0	1	1	11
1146	3	 70	58	13	2	0	0	1	1	11
2162	5	 80	29	11	1	3	0	1	1	11
906	3	 137	49	9	1	0	1	1	1	11
528	2	 90	21	12	4	0	0	1	0	5
1837	5 	 80	28	12	1	2	0	1	1	11
1960	5	 160	27	15	0	1	0	1	1	4
1792	5	 142	35	13	0	3	0	1	1	4
1888	5	 170	27	17	1	0	0	1	1	4
0	1	 280	57	5	0	0	0	1	1	7
0	1	 730	31	9	0	0	0	0	1	4
2732	6	 32	30	13	2	2	0	1	0	3
400	2	 280	22	15	0	0	0	1	0	11
688	2	 324	40	12	1	0	0	1	0	5
0	1	 43	27	12	2	0	0	1	0	5
2008	5	 152	29	13	0	0	2	1	1	3
1560	4	 110	24	13	1	0	0	1	0	6
1269	4	 220	24	14	1	0	0	1	0	5
196	2	 506	31	12	1	1	0	1	1	5
1960	5	 370	28	15	1	0	0	1	0	4
1960	5	 70	32	10	0	1	1	1	0	4
968	3	 145	21	12	1	0	0	1	0	11
0	1	 244	43	12	1	2	1	1	1	6
2040	5	 122	24	12	1	0	0	1	0	7
1712	4	 73	28	13	2	0	0	1	0	7
2340	6	 565	46	12	0	0	2	0	0	4
1967	5	 111	20	12	1	0	0	0	0	4
0	1	 113	27	12	2	0	0	0	0	4
2000	5	 3	33	15	1	0	1	1	1	6
0	1	 191	55	10	0	0	0	1	1	6
2096	5	 240	41	12	0	1	1	1	0	2
1664	4	 135	25	12	1	1	0	1	0	6
2040	5	 270	31	12	0	2	1	1	1	8
612	2	 220	31	9	0	1	0	1	0	6
0	1	 390	61	6	0	0	0	1	0	7
1840	5	 1430	30	17	0	0	0	0	1	6
2389	6	 300	28	12	0	0	0	0	0	3
0	1	 150	22	10	3	0	0	0	1	3
0	1	 88	43	11	0	0	0	0	0	7
970	3	 90	18	10	1	0	0	0	0	7
558	2	 1168	43	16	0	2	1	0	1	5
0	1	 300	33	10	0	0	1	1	0	6
1040	3	 191	38	12	0	1	0	1	0	3
2218	5	 761	38	15	0	0	0	0	1	6
0	1	 66	62	7	0	0	0	0	0	8
760	3	 195	21	12	2	0	0	1	0	6
2080	5	 142	24	16	0	0	0	1	0	3
756	3	 764	40	16	0	1	1	0	1	8
1911	5	 132	27	13	1	0	0	1	0	6
1456	4	 689	46	11	0	0	1	1	1	6
0	1	 374	47	12	0	0	1	1	1	3
0	1	 300	44	11	0	1	0	1	1	6
738	2	 210	25	12	1	1	0	1	0	6
1565	4	 144	25	13	0	0	0	1	0	6
2024	5	 120	27	12	0	1	0	1	0	6
0	1	 87	44	11	1	0	1	1	0	6
1816	5	 317	24	12	1	0	0	1	0	3
622	2	 350	24	10	3	0	0	1	0	6
0	1	 46	26	8	2	0	0	0	0	5
0	1	 95	23	8	1	1	0	1	0	21
1960	5	 806	43	12	0	1	1	0	1	4
1512	4	 430	21	12	0	0	0	0	0	4
362	2	 286	42	12	0	0	1	0	1	5
72	2	 265	49	8	0	0	0	1	1	6
0	1	 46	29	12	1	3	1	1	0	6
1280	4	 80	29	12	0	0	0	1	0	5
1960	5	 752	38	12	0	1	1	1	0	6
1908	5	 172	36	14	0	1	2	1	0	7
0	1	 192	35	13	2	1	1	1	1	7
1500	4	 302	36	12	0	2	0	0	1	5
0	1	 1105	38	16	1	1	0	0	1	6
1927	5	 302	24	12	2	0	0	1	1	5
2000	5	 276	46	12	0	0	0	1	1	6
1982	5	 320	42	14	0	0	0	1	1	2
0	1	 150	26	12	1	0	0	1	1	8
0	1	 260	51	9	0	2	0	1	1	3
2346	6	 82	29	12	1	2	0	1	0	6
1200	3	 96	19	12	2	0	0	1	0	3
0	1	 285	61	9	1	1	0	1	1	6
2000	5	 422	52	12	0	0	0	1	0	6
1040	3	 222	33	11	0	1	2	1	1	6
2201	5	 60	21	12	0	0	0	1	0	6
1872	5	 175	30	12	2	1	0	1	0	6
0	1	 209	46	12	0	0	1	1	1	7
1610	4	 483	43	17	0	2	0	1	1	3
0	1	 76	64	11	0	0	1	1	0	6
0	1	 112	62	10	0	0	0	1	1	4
1761	5	 121	49	9	2	0	1	1	1	4
600	2	 170	29	8	2	2	0	1	1	4
2310	6	 30	26	12	0	0	0	1	0	4
1880	5	 113	25	11	2	0	0	1	1	4
1560	4	 115	47	11	0	1	2	1	1	4
936	3	 61	37	12	1	2	1	1	1	4
301	2	 120	39	12	0	0	0	1	1	16
0	1	 64	62	10	0	0	0	1	0	7
0	1	 153	24	13	2	0	1	1	0	7
129	2	 158	26	12	2	1	0	1	1	6
0	1	 276	37	11	0	0	1	1	1	9
0	1	 190	26	9	1	3	0	1	0	5
0	1	 230	36	10	0	1	1	1	1	7
1763	5	 129	22	12	0	0	0	1	0	4
2000	5	 661	42	16	0	0	0	0	1	5
0	1	 1028	39	15	0	1	1	0	1	4
0	1	 80	40	11	1	2	0	1	0	2
1736	4	 386	29	16	0	0	0	1	1	4
1560	4	 116	33	14	1	2	0	1	1	4
1720	4	 215	27	12	0	1	0	1	1	4
696	2	 80	32	14	1	2	0	1	1	4
2000	5	 29	44	12	0	0	0	1	1	4
125	2	 332	30	12	1	2	0	1	1	4
1719	4	 215	33	17	0	0	0	1	0	4
2050	5	 201	28	13	0	0	0	1	0	6
0	1	 150	25	11	2	1	0	1	0	9
2040	5	 145	52	9	1	0	0	1	1	9
0	1	 200	30	12	2	0	0	1	1	9
1900	5	 230	40	17	0	2	0	0	1	5
1056	3	 158	54	12	0	0	0	1	0	7
648	2	 200	37	13	0	0	1	1	1	7
0	1	 148	52	6	0	3	0	1	0	6
520	2	 218	27	8	0	1	0	1	0	5
1766	5	 81	25	13	1	0	0	1	0	5
507	2	 415	36	13	1	0	2	1	1	5
1008	3	 330	32	16	0	2	1	1	0	5
2004	5	 350	31	13	0	1	0	1	0	5
967	3	 387	37	17	1	0	0	1	1	5
0	1	 181	28	16	0	0	0	0	0	5
1224	3	 310	37	11	0	0	1	0	0	3
0	1	 200	30	14	2	0	0	1	0	5
1468	4	 180	30	16	0	3	0	1	0	5
0	1	 88	33	12	0	3	1	1	0	9
0	1	 200	35	6	0	2	0	1	0	13
0	1	 260	30	12	1	2	0	1	1	17
600	2	 0	37	12	1	2	1	1	0	9
0	1	 70	32	9	0	0	1	1	0	17
0	1	 93	61	0	0	0	0	1	0	17
0	1	 50	40	6	0	2	1	1	0	17
1536	4	 348	36	17	0	2	0	1	1	17
1283	4	 170	30	10	2	1	0	1	1	17
0	1	 220	53	10	0	1	0	1	1	17
1781	5	 498	40	16	0	1	2	1	1	9
1972	5	 212	42	16	0	0	0	0	1	5
1813	5	 912	45	17	0	0	1	0	1	5
1631	4	 530	40	16	0	0	1	0	1	4
1972	5	 182	33	12	0	1	0	0	1	11
0	1	 880	35	16	2	2	0	0	1	8
1442	4	 290	38	15	0	2	1	0	1	8
1828	5	 186	26	13	0	0	0	0	0	4
424	2	 330	29	12	1	1	0	1	0	5
1748	4	 230	27	13	1	0	0	1	0	5
1880	5	 330	58	12	0	0	0	1	1	5
1168	3	 360	19	11	1	0	0	1	0	5
2160	5	 431	34	12	0	1	1	0	1	5
1388	4	 72	43	12	0	0	0	1	1	12
0	1	 229	31	13	1	1	0	1	0	5
1784	5	 151	44	11	0	0	1	1	0	4
0	1	 80	62	10	0	0	1	1	0	4
370	2	 120	21	12	0	0	0	1	0	4
0	1	 140	27	13	2	0	0	1	0	4
1552	4	 421	39	13	0	1	1	1	1	4
0	1	 139	36	12	1	1	1	1	0	5
0	1	 453	52	11	0	2	0	1	0	5
0	1	 471	51	12	0	2	0	1	0	5
1612	4	 230	19	12	0	0	0	1	0	3
2080	5	 230	25	12	1	0	0	1	0	5
1785	5	 136	33	12	1	1	0	0	0	5
0	1	 165	40	12	1	2	0	1	0	5
0	1	 320	43	7	0	1	0	1	1	4
2010	5	 270	46	12	0	1	0	1	1	4
0	1	 58	64	5	0	0	0	1	1	4
264	2	 151	46	11	0	0	1	1	1	7
1020	3	 200	33	12	1	2	0	1	1	9
1984	5	 120	31	12	0	2	0	1	0	9
0	1	 150	64	9	0	3	2	1	1	9
344	2	 369	42	11	0	0	0	1	0	9
0	1	 70	23	13	2	0	0	1	0	9
784	3	 301	25	15	1	0	0	0	0	6
1938	5	 409	37	9	0	2	1	1	0	9
										
 										 
