E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,age,gender,race
4,3,4,5,4,3,1,5,1,4,3,3,5,4,5,3,5,4,2,3,1,4,1,5,1,5,3,5,5,5,5,1,4,1,4,1,5,1,1,3,5,1,5,1,5,1,5,5,5,5,18,1,6
4,2,3,4,4,2,5,3,2,5,5,2,5,4,4,5,5,5,5,4,1,5,4,5,1,5,1,5,5,4,4,4,4,5,3,4,5,4,4,4,3,3,5,3,4,2,4,3,5,4,16,1,13
1,4,1,3,4,4,1,5,5,5,5,1,5,5,5,5,1,4,5,1,3,4,1,5,2,5,4,1,4,3,4,2,5,5,4,1,5,2,1,4,5,4,5,4,5,1,4,4,3,4,22,0,1
5,1,5,2,5,2,5,1,5,1,4,5,4,2,5,5,4,4,4,4,5,5,1,5,1,5,2,5,5,5,4,5,5,2,1,1,1,2,4,4,1,4,1,1,5,1,4,2,4,5,20,1,13
1,4,2,4,3,3,2,4,2,4,3,3,4,3,2,2,2,2,2,3,4,4,2,4,4,4,4,3,2,4,2,2,4,2,3,2,2,2,2,4,3,4,4,3,3,2,3,2,2,3,22,0,13
1,4,4,1,4,3,2,1,5,5,3,4,4,3,2,2,4,2,2,2,3,3,1,4,1,1,1,4,3,4,3,4,4,1,4,1,3,1,3,4,2,2,3,1,4,3,4,2,5,4,21,0,9
1,5,1,5,1,1,1,3,4,5,5,2,4,3,4,5,3,3,3,3,4,4,1,4,2,5,3,4,5,4,2,2,4,2,4,1,3,3,1,3,3,2,1,3,5,1,5,3,5,5,21,1,1
2,3,4,3,2,2,4,4,4,4,3,4,3,4,1,1,3,3,2,2,2,4,3,5,2,4,2,5,4,5,3,4,4,4,2,2,3,3,3,4,4,2,3,4,4,1,4,4,4,4,16,0,3
1,5,3,5,3,3,2,5,1,2,2,5,2,3,1,1,3,1,2,1,4,3,2,2,2,3,3,3,2,4,5,3,3,2,3,2,4,2,3,5,5,1,5,1,5,1,5,5,4,5,33,0,3
1,4,5,1,5,1,1,5,5,1,1,3,5,1,5,5,5,1,1,1,3,5,5,1,1,5,1,5,5,5,1,1,1,5,1,5,5,1,5,5,5,1,5,5,5,1,5,1,1,5,19,1,3
4,2,5,1,5,2,4,3,5,3,5,5,5,1,1,1,1,2,4,5,4,5,1,5,3,5,1,4,5,5,5,1,5,1,3,1,1,1,5,5,3,1,5,2,4,1,5,3,5,4,19,0,4
3,3,3,3,3,3,2,4,4,3,4,4,4,2,4,4,4,4,3,4,1,4,1,4,2,4,3,4,4,3,2,1,4,2,2,3,4,4,2,3,4,2,5,3,4,1,4,3,4,3,20,1,3
1,1,5,4,5,1,5,1,5,1,5,3,5,1,5,5,5,5,5,4,1,5,5,5,1,5,1,5,5,5,1,5,5,1,1,5,1,2,4,1,4,1,5,1,5,1,5,4,5,4,75,1,3
3,2,3,3,4,2,2,3,3,3,4,2,4,2,4,4,3,3,3,4,1,4,2,4,2,4,2,4,4,4,2,4,4,2,2,4,3,4,2,4,5,1,4,1,4,2,5,5,4,4,54,1,1
3,4,4,5,1,5,2,2,5,5,2,5,5,2,4,4,4,4,4,3,2,3,1,5,2,5,3,4,5,3,4,1,5,1,4,1,1,1,4,4,3,1,3,3,3,3,5,2,4,3,22,1,4
1,5,4,5,1,5,1,5,2,5,2,4,2,3,2,2,2,1,2,2,1,3,2,4,2,4,2,2,3,3,3,2,3,2,1,3,3,2,3,3,2,1,5,1,3,1,4,2,5,4,22,0,3
3,1,4,4,4,1,4,3,1,4,5,3,5,2,4,4,1,3,4,3,1,3,1,5,1,5,1,4,4,4,5,5,4,3,3,2,4,3,4,3,3,3,3,4,4,3,5,2,3,3,23,1,3
3,2,3,2,5,1,3,3,2,4,2,3,5,3,2,2,4,4,2,1,2,2,1,2,2,1,4,2,2,4,4,2,5,1,2,1,4,3,4,5,5,3,2,3,5,1,5,4,3,4,15,1,13
2,1,4,3,5,1,1,2,5,5,1,4,2,3,3,2,2,1,2,2,2,4,3,4,2,3,1,3,4,3,4,5,4,4,1,4,4,4,1,2,4,2,4,2,4,2,4,4,5,4,22,0,3
3,3,4,3,1,3,2,4,2,3,4,2,4,4,3,4,4,4,4,3,3,3,1,5,2,4,3,4,4,4,3,2,5,4,4,3,3,2,3,2,4,3,2,2,3,3,5,3,5,3,21,1,13
2,3,1,4,3,2,1,5,2,5,3,2,5,1,1,1,2,1,3,4,1,4,4,4,2,4,2,4,2,3,4,1,5,4,2,1,4,2,4,4,4,2,5,2,5,1,5,4,4,5,21,1,3
3,3,2,3,3,2,2,4,2,4,5,2,5,2,4,5,4,4,4,4,3,2,3,3,4,3,4,3,3,3,2,3,5,3,3,2,4,2,4,3,3,3,3,3,3,3,3,3,4,3,33,1,8
4,3,5,3,3,2,5,4,3,3,1,5,4,1,1,1,1,1,1,1,1,1,1,5,4,5,4,4,4,4,3,5,4,5,1,5,1,1,4,4,3,1,4,3,4,1,5,2,3,4,22,0,4
4,2,5,1,5,2,4,2,5,3,1,4,5,4,1,2,5,4,1,3,2,5,4,2,3,3,2,4,4,5,4,1,4,1,4,3,4,2,4,4,5,1,4,2,4,1,5,5,5,5,21,0,4
3,1,5,2,4,1,4,3,4,2,3,3,4,2,3,4,3,3,4,2,1,5,1,4,1,5,1,5,4,5,4,2,4,3,3,1,4,2,4,3,4,4,5,3,4,1,4,3,4,5,24,1,3
2,3,3,4,4,3,3,4,3,4,4,3,4,2,3,3,3,2,3,3,1,4,1,5,3,5,3,4,4,5,1,4,3,4,3,5,2,3,2,4,5,1,5,1,3,2,4,5,5,4,17,0,3
2,2,3,4,2,3,2,4,2,5,2,5,4,3,5,3,2,2,3,2,4,4,2,4,2,4,2,4,4,3,5,4,4,4,1,4,2,1,3,4,2,3,5,3,4,2,4,2,4,3,18,1,11
3,1,5,3,5,3,5,5,1,5,2,5,5,1,4,5,5,5,5,1,2,5,1,5,1,5,1,5,5,5,1,5,3,4,1,5,3,5,3,5,5,1,5,1,3,1,3,5,4,3,29,0,13
1,4,3,4,1,1,1,5,1,5,5,2,5,4,2,2,2,1,3,1,1,5,1,4,3,5,1,4,4,4,3,1,5,2,3,2,5,3,5,5,5,2,5,3,4,1,5,3,5,4,17,1,13
5,1,4,5,5,2,5,1,3,2,4,4,5,3,3,4,1,1,1,4,5,5,3,5,1,5,1,5,5,3,5,4,5,2,3,4,2,2,4,5,3,4,5,3,4,1,4,1,3,5,30,0,5
4,3,4,1,4,1,5,1,5,4,1,3,2,4,1,4,4,4,1,5,5,4,2,2,2,4,1,3,5,4,3,4,1,1,3,5,3,2,2,3,2,4,3,1,5,1,4,1,2,5,25,1,4
4,1,4,2,5,1,4,2,5,2,2,4,4,3,2,2,5,4,5,2,1,5,4,4,1,4,3,4,5,5,4,1,4,2,5,1,5,1,5,5,5,2,5,2,5,1,5,5,5,5,48,1,3
1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,17,0,13
4,2,4,2,4,2,4,4,2,4,3,4,3,3,3,3,3,3,3,2,1,5,3,5,2,5,1,5,5,4,5,2,5,3,4,2,4,2,4,4,4,2,5,1,4,1,4,4,4,4,30,1,13
3,3,3,4,4,3,4,3,3,3,3,2,5,3,5,2,5,4,2,3,1,5,1,4,2,5,1,4,4,4,3,3,4,3,1,3,4,3,3,4,4,1,5,2,5,1,5,3,3,4,22,0,3
3,5,3,3,3,3,3,2,5,2,5,2,5,1,3,4,4,3,5,4,3,3,1,4,3,3,3,4,3,5,5,3,5,1,3,5,3,1,3,5,4,1,5,1,5,1,4,1,4,5,42,1,3
3,2,4,2,3,1,4,2,4,3,1,5,2,2,2,2,1,1,3,3,1,4,2,5,2,4,2,5,2,4,4,5,5,2,2,5,4,2,3,5,5,1,5,1,5,1,5,5,5,5,34,1,3
3,5,5,3,5,1,5,2,4,1,5,2,5,3,4,1,3,1,1,1,1,3,1,4,2,5,4,3,5,4,3,4,4,2,3,3,3,4,2,3,4,3,4,2,3,1,3,3,4,3,20,1,13
4,2,4,2,4,2,5,3,3,3,3,3,3,3,4,4,3,3,3,2,1,4,2,4,2,5,2,4,5,4,1,5,2,4,1,5,1,4,2,2,4,2,4,2,3,2,4,4,4,4,16,1,3
2,3,3,4,3,2,3,5,1,4,3,2,3,2,3,3,3,3,3,3,1,4,1,4,2,5,2,4,4,4,3,2,4,3,3,4,3,1,3,4,4,3,5,3,3,1,4,1,4,4,48,1,1
3,1,5,2,4,1,3,1,5,2,1,5,2,5,1,1,1,1,1,1,4,2,2,2,2,1,4,2,2,2,4,3,2,1,3,2,4,2,4,4,4,1,5,1,5,1,5,5,5,5,21,0,3
3,4,5,3,5,1,5,4,5,2,4,5,5,3,3,5,4,3,4,1,5,5,1,5,1,5,1,5,5,5,5,2,5,3,5,1,5,1,4,5,4,2,3,3,4,3,4,3,4,5,56,0,3
4,1,5,2,5,1,5,2,5,2,2,4,2,4,2,1,2,1,1,2,1,5,1,5,1,5,1,5,5,4,5,2,4,1,4,3,4,1,5,5,5,2,3,2,4,1,4,5,4,4,20,1,13
1,1,4,2,4,2,2,4,5,2,5,2,5,2,2,4,2,2,4,2,2,4,1,2,4,4,4,2,2,4,4,2,5,1,4,1,5,1,4,5,1,2,1,2,1,4,1,2,4,2,29,1,3
1,1,1,1,5,1,5,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,1,1,5,1,1,1,1,1,5,5,5,5,15,1,13
3,4,1,4,2,3,2,5,2,5,4,4,3,3,5,4,4,5,5,3,3,1,5,1,5,1,5,2,1,5,2,3,4,3,2,2,4,3,3,3,5,3,5,3,4,1,3,4,5,4,14,1,13
3,2,4,2,4,2,4,3,3,3,2,4,3,2,2,2,2,2,2,2,1,4,2,4,1,4,1,4,4,4,4,4,4,2,2,4,3,2,3,3,5,2,3,1,4,3,4,4,4,4,58,1,3
2,1,4,3,5,2,4,1,4,3,5,2,4,4,2,3,5,4,3,5,3,4,3,3,2,4,3,5,4,3,4,3,4,2,3,3,4,2,4,3,3,3,3,2,3,2,4,3,5,3,22,1,13
2,4,5,2,2,2,2,3,4,2,2,5,3,4,3,2,2,2,3,2,2,5,4,3,2,4,2,4,2,2,4,3,4,2,1,2,3,3,2,4,4,2,4,1,4,1,4,4,4,4,15,0,3
3,4,3,4,2,4,3,3,1,3,5,2,5,1,4,5,5,5,4,5,1,5,1,4,4,4,1,3,4,3,1,5,4,4,1,4,2,4,1,2,3,2,4,1,3,2,3,3,5,5,18,0,3
2,5,1,5,1,1,1,5,2,5,1,2,4,5,1,2,2,4,2,1,4,1,2,1,5,1,5,1,2,2,4,1,4,1,2,1,4,2,5,4,4,2,2,2,4,2,4,4,5,5,20,0,3
3,3,4,3,3,3,5,5,3,4,5,3,5,2,5,3,3,2,4,2,2,4,2,4,2,5,1,4,4,4,4,5,3,2,1,5,2,3,4,4,3,3,5,2,5,1,4,4,4,4,19,0,3
1,5,2,4,2,4,1,4,3,5,3,2,2,4,2,5,4,4,4,5,3,3,3,3,3,4,4,2,2,2,2,4,2,4,2,4,2,4,3,3,2,2,3,2,2,5,3,4,5,2,15,0,3
5,1,3,2,5,1,4,1,5,3,5,2,5,4,5,5,5,5,5,4,5,4,1,1,4,1,2,2,5,5,5,4,5,5,1,5,3,3,1,2,5,3,5,1,5,1,5,4,5,5,16,0,3
3,2,4,2,5,2,4,2,2,3,4,3,4,3,3,4,4,3,4,2,4,4,2,4,2,4,2,4,4,4,5,1,5,3,2,1,5,1,5,4,4,2,3,4,4,2,5,3,4,3,22,1,3
3,2,4,2,4,2,3,3,2,2,3,2,4,4,3,3,2,1,3,1,1,4,2,4,2,3,2,4,4,4,3,3,3,3,3,3,4,2,5,3,3,2,3,2,3,4,4,2,4,4,38,1,3
2,5,4,3,3,3,2,3,3,3,2,5,2,2,2,1,2,2,2,2,5,1,2,2,4,2,4,3,2,3,4,4,4,4,2,4,2,3,2,3,3,1,5,1,4,1,5,2,5,4,21,0,3
2,2,3,4,3,2,3,4,2,5,2,5,3,5,2,1,2,1,2,1,2,4,1,4,2,4,2,4,4,4,4,2,5,2,3,4,4,2,4,4,5,1,5,1,5,1,4,4,5,5,25,0,3
5,1,5,2,5,1,2,3,4,2,1,3,2,5,1,2,2,2,2,1,1,5,2,5,1,4,1,5,5,5,3,1,3,2,3,2,5,2,4,4,4,1,5,1,5,1,5,3,3,5,31,1,1
3,2,3,2,4,1,3,4,5,3,3,3,3,1,3,3,2,1,3,1,2,4,4,4,2,4,2,1,4,5,5,1,5,1,5,2,5,1,3,5,5,1,4,1,5,1,5,3,3,5,20,0,13
2,3,2,3,2,2,2,3,2,3,5,2,5,2,3,5,4,4,4,5,5,4,5,3,1,4,2,3,4,2,4,2,4,5,2,3,4,3,3,3,5,2,5,2,4,1,4,5,4,4,16,1,3
4,1,4,1,5,2,5,2,3,1,3,2,5,2,4,2,2,2,2,3,1,5,2,4,1,4,1,5,5,5,4,2,4,2,2,2,5,2,3,4,5,3,5,4,4,1,5,5,4,4,43,1,3
1,3,2,4,2,3,1,5,3,4,2,3,4,2,2,1,3,3,4,3,3,3,3,3,4,4,4,3,5,3,3,3,5,3,4,3,4,2,3,5,4,3,4,4,3,3,4,2,3,3,30,1,3
3,4,5,2,5,2,4,3,4,2,4,2,5,3,4,5,5,4,5,4,3,5,2,3,3,4,3,4,4,5,3,4,4,4,3,5,4,3,4,4,3,3,4,2,3,2,4,2,4,3,21,1,13
3,1,5,4,5,1,5,5,2,3,5,3,4,2,5,3,3,3,4,1,5,5,3,5,1,2,1,5,5,4,4,3,2,2,5,2,4,2,4,4,3,5,4,2,4,1,3,3,4,3,20,1,3
5,1,5,1,5,1,5,1,5,1,1,5,1,5,3,1,2,1,2,1,5,2,1,1,5,1,5,1,1,5,2,4,4,4,1,5,1,5,1,5,5,1,5,2,5,1,5,5,5,5,19,0,3
3,3,4,2,2,4,2,3,4,3,1,4,2,3,2,2,2,2,1,4,4,3,2,3,4,3,3,3,1,4,3,4,3,1,3,2,4,2,3,2,4,2,4,4,4,2,4,2,2,4,26,0,3
1,3,1,5,3,3,2,4,1,5,3,1,4,5,4,3,4,4,4,5,4,3,3,4,4,5,4,3,5,3,2,5,4,5,1,5,2,5,3,2,4,1,5,3,3,1,4,3,3,5,16,1,3
4,1,5,2,5,1,4,2,5,3,3,4,2,4,4,2,4,2,2,1,1,5,4,4,1,4,1,3,4,5,4,4,5,2,1,4,4,3,2,4,5,2,5,1,5,1,5,5,4,5,16,1,3
4,1,5,3,5,1,4,2,3,2,4,3,5,1,4,4,4,3,4,3,1,5,2,5,1,5,1,4,5,4,4,1,4,3,1,1,3,4,3,3,5,2,4,1,4,1,4,5,5,5,45,0,3
3,3,3,3,3,3,4,3,3,4,3,3,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,3,4,3,4,3,1,3,3,2,3,3,2,2,3,3,3,2,3,2,4,3,18,1,3
5,1,4,3,4,2,4,4,4,2,3,3,3,4,2,3,3,3,4,2,2,5,2,4,3,5,2,4,4,4,3,4,3,2,3,2,3,2,4,3,3,3,2,2,3,3,4,3,4,3,46,1,3
2,1,3,2,5,1,3,4,3,3,1,5,3,1,4,2,1,1,4,1,1,5,1,3,1,5,1,5,5,4,3,4,4,1,3,2,1,3,1,3,1,3,1,3,3,1,5,1,1,4,17,0,3
2,5,1,5,3,5,2,5,2,5,2,3,3,3,3,3,2,3,2,3,2,5,1,4,2,3,2,3,3,2,3,1,3,2,3,2,3,1,2,3,1,2,4,3,3,2,3,1,3,3,72,0,3
4,2,3,2,2,2,1,1,4,5,5,1,5,1,5,5,5,5,5,4,1,5,4,5,1,5,1,5,5,2,4,1,5,1,5,1,5,2,5,3,3,5,4,2,4,2,2,2,5,4,21,1,3
2,5,3,3,2,3,4,4,2,4,5,3,3,2,4,5,4,3,2,2,1,5,2,5,1,4,1,3,4,2,2,2,5,3,2,3,5,2,3,3,1,5,3,3,3,3,3,3,5,3,47,1,3
3,4,4,1,5,1,2,4,4,5,5,1,5,1,3,4,5,4,4,5,2,4,1,5,2,4,2,2,4,3,4,4,5,5,1,1,4,5,4,5,5,3,5,1,4,1,2,4,5,4,16,1,13
4,2,5,2,4,1,4,2,4,2,1,5,1,4,2,2,2,2,2,1,4,5,2,4,4,2,4,4,5,4,4,4,2,1,3,2,4,1,3,4,5,1,5,2,5,1,5,4,5,5,19,0,3
3,3,4,3,2,2,4,5,2,4,4,3,5,2,3,3,3,3,3,4,1,5,3,5,1,4,2,4,5,4,2,4,4,4,2,5,3,3,2,3,4,2,4,2,4,2,4,4,4,4,20,1,3
5,1,3,3,5,1,5,1,5,2,3,3,5,1,3,3,5,5,3,5,3,4,3,4,4,2,3,3,4,5,4,2,4,2,1,3,5,3,1,5,5,1,5,1,5,1,5,5,5,5,25,0,3
4,2,3,5,4,2,4,2,5,5,4,4,5,3,5,3,5,4,4,3,3,4,5,4,2,4,2,4,5,3,2,5,2,5,1,5,3,5,3,4,2,5,3,2,4,2,3,4,4,4,19,0,6
3,2,4,1,5,1,5,4,5,4,2,2,3,5,1,3,1,3,4,1,5,4,1,5,5,4,3,3,3,4,4,1,5,2,5,1,5,1,5,4,5,1,5,1,5,1,5,4,5,4,27,0,1
3,1,5,2,5,1,4,1,5,4,5,1,5,2,5,3,5,3,3,1,1,5,3,5,2,5,1,4,4,4,2,5,3,5,1,5,1,1,1,4,3,1,5,2,5,1,3,3,5,5,22,1,3
4,1,4,1,4,1,4,1,4,2,3,3,4,4,2,2,2,1,1,1,2,4,3,3,2,2,1,2,3,3,4,2,3,1,3,1,5,1,4,4,3,2,3,2,4,4,3,2,5,4,29,1,3
1,5,4,4,3,4,1,4,4,5,4,1,5,1,2,3,3,3,1,5,5,3,1,3,3,4,3,3,5,2,3,4,5,4,2,1,3,3,3,3,5,1,4,1,4,1,5,4,5,5,24,0,5
2,1,1,5,1,2,1,5,1,5,1,4,5,2,3,1,3,2,4,2,4,3,2,1,5,1,5,1,1,3,5,1,5,1,5,1,5,3,5,5,5,5,5,4,5,1,5,5,5,5,50,0,3
1,3,3,4,2,4,1,4,1,4,3,1,4,3,3,2,3,2,3,3,4,4,1,3,1,3,2,3,3,2,2,3,4,1,3,1,2,3,3,3,4,1,3,2,2,2,4,4,3,2,33,0,3
2,2,1,3,2,3,2,4,2,5,5,2,5,1,4,3,5,5,4,5,1,3,1,5,3,3,3,4,3,3,3,5,5,2,1,4,3,3,3,3,3,1,3,1,3,2,4,2,2,3,23,1,3
2,3,3,2,4,2,4,2,3,4,4,2,4,3,5,4,5,5,5,3,4,4,3,4,2,3,2,4,4,3,3,4,4,4,2,4,2,4,2,2,5,1,4,2,4,2,5,4,4,4,22,0,5
1,3,3,4,2,1,2,3,4,4,2,3,4,3,4,3,3,3,4,3,3,4,4,3,4,3,3,2,4,3,3,4,4,3,2,4,3,4,3,3,4,2,4,2,4,1,4,3,4,4,14,1,13
3,2,4,3,4,2,4,3,4,2,3,3,5,2,2,3,4,3,3,2,1,5,4,4,1,4,1,4,4,3,4,4,4,5,3,3,4,3,4,4,4,2,4,2,4,2,4,4,4,4,27,0,13
5,3,4,1,5,3,5,3,5,3,5,1,4,1,4,4,5,5,5,5,3,1,5,1,5,1,4,3,3,1,2,4,2,4,1,4,3,1,3,3,3,1,3,3,4,2,2,3,4,3,21,0,3
1,5,1,5,1,5,1,5,1,5,3,2,3,1,5,1,2,1,2,5,5,4,4,1,5,1,5,1,1,2,2,5,5,5,1,5,5,2,1,4,5,2,5,1,5,1,5,5,4,5,16,1,3
2,3,2,4,3,4,2,5,2,5,4,1,5,2,4,5,3,2,3,5,4,5,3,2,2,4,2,3,3,2,4,4,5,4,3,4,4,5,3,2,3,3,5,1,4,2,2,2,5,5,14,1,3
5,2,5,3,5,2,4,2,5,2,1,5,2,4,1,1,2,1,1,1,3,4,5,3,3,3,4,4,3,2,2,5,5,3,2,4,2,4,2,2,5,1,5,1,3,1,4,5,5,5,19,1,3
2,1,4,3,2,1,2,4,4,4,3,2,4,1,1,3,4,4,3,4,1,5,3,5,1,2,1,5,5,3,2,5,4,5,1,5,4,3,1,5,5,1,5,1,5,1,5,5,5,5,19,0,3
2,4,4,4,3,4,1,3,2,4,1,4,4,5,2,1,2,1,1,1,5,3,1,5,5,4,4,4,4,4,4,2,4,1,4,4,4,1,1,4,1,4,4,4,4,3,4,3,3,4,46,1,4
5,1,5,2,5,2,5,2,2,2,4,3,5,3,2,4,3,2,3,2,1,5,5,5,1,3,1,5,4,5,3,5,5,2,4,4,3,1,3,4,5,1,4,1,4,2,5,5,5,5,38,1,1
1,3,3,3,3,3,1,5,2,5,4,3,5,1,4,5,5,5,4,5,4,4,2,5,1,4,2,5,5,5,2,4,5,4,2,5,4,4,2,1,5,2,5,3,4,1,5,3,5,4,13,1,6
1,2,4,5,1,1,1,5,3,5,5,1,4,1,5,5,5,5,5,5,5,1,5,1,4,1,5,1,1,1,3,5,1,4,1,5,5,5,5,3,5,1,3,2,3,5,5,5,5,1,18,0,3
3,4,2,5,1,2,1,4,3,5,3,3,4,2,2,3,2,3,3,3,4,2,1,4,2,4,4,3,4,3,4,3,5,2,4,5,4,3,2,4,5,1,5,3,3,2,5,5,3,2,21,1,5
2,4,3,4,3,3,2,4,3,4,2,3,4,3,3,3,5,3,4,2,2,3,4,4,3,4,3,4,4,4,1,3,3,3,1,4,5,2,2,3,4,3,4,3,3,2,4,3,3,3,22,1,3
3,2,4,2,4,2,3,4,4,4,4,4,5,5,4,3,4,4,4,5,1,3,2,3,2,3,2,4,3,3,5,3,5,2,1,5,3,3,1,3,5,4,1,2,4,5,4,4,5,4,20,0,3
1,1,5,1,4,1,2,2,2,5,2,4,2,2,3,2,5,5,3,3,1,4,3,5,2,5,1,5,5,5,2,1,3,1,1,1,4,2,2,3,3,1,1,1,5,1,2,2,5,3,17,1,3
1,5,2,5,1,5,1,5,2,5,5,2,5,1,4,3,4,4,4,4,1,4,2,4,2,3,2,4,4,2,2,4,4,2,2,5,4,3,2,4,4,3,3,2,5,3,4,5,4,3,19,0,3
1,4,3,4,4,3,3,4,2,4,3,2,4,3,3,3,3,3,4,4,2,3,2,4,4,4,2,2,4,4,3,2,4,2,5,2,2,2,4,4,3,3,3,3,3,3,3,3,4,3,38,1,11
3,3,4,3,2,2,3,2,4,4,4,3,2,2,4,4,3,2,4,2,2,5,2,3,2,4,2,2,4,4,4,3,4,4,3,2,4,3,4,4,2,4,4,2,4,2,3,2,3,4,22,1,11
1,3,3,4,3,3,1,3,3,4,3,2,4,2,3,2,2,2,4,2,2,3,2,4,3,2,3,3,4,2,4,2,4,2,4,1,4,1,4,4,4,2,4,3,4,2,5,3,2,4,34,0,3
3,3,3,3,3,3,2,3,5,4,5,3,5,2,5,4,4,3,5,4,1,4,2,5,1,5,2,4,5,5,4,4,5,3,2,4,5,4,3,5,5,2,5,1,5,1,5,5,5,5,16,0,3
2,1,5,2,4,1,5,5,4,2,2,5,2,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,4,5,1,4,5,4,2,1,3,1,2,5,5,3,4,3,4,1,5,5,5,4,24,1,13
1,5,1,5,4,5,1,5,1,5,5,2,1,2,4,5,5,4,5,5,4,5,1,1,3,2,2,5,1,1,5,1,5,4,2,1,5,3,3,3,4,3,5,1,2,1,3,4,5,4,17,0,11
1,4,4,4,2,2,2,4,2,5,3,4,4,4,2,2,2,1,2,1,1,2,2,3,2,3,2,4,3,4,5,2,5,2,3,2,4,1,5,4,3,2,3,3,4,2,4,3,3,4,18,1,1
1,5,1,5,2,4,1,4,2,5,4,3,5,1,5,2,2,2,3,4,2,5,1,3,3,5,1,3,3,3,3,2,4,2,4,2,3,2,1,2,2,2,5,1,2,2,2,2,5,3,18,0,3
2,3,2,4,3,3,1,5,1,5,4,3,3,3,3,4,4,4,5,3,3,2,4,4,3,2,4,3,3,3,3,2,4,3,2,3,3,3,4,3,3,2,4,2,3,1,4,2,5,4,16,1,3
4,1,5,2,5,1,5,1,5,3,3,4,4,3,4,3,2,2,4,3,1,5,2,4,1,5,2,4,4,5,3,5,3,5,1,5,2,2,3,4,5,1,5,2,5,1,5,4,5,5,42,1,3
3,2,1,1,4,2,5,2,5,1,1,5,3,4,4,1,2,2,1,1,5,4,1,5,2,5,1,5,5,4,4,4,5,2,3,2,3,2,3,3,3,1,5,1,4,2,4,3,2,4,18,0,13
1,3,3,3,4,3,1,4,4,5,4,2,5,1,1,4,4,4,4,5,1,5,2,5,1,4,2,4,5,3,3,4,5,4,1,2,3,3,3,5,5,1,5,1,5,1,5,4,5,5,24,1,3
3,1,5,3,5,1,4,5,2,2,2,3,2,5,1,2,2,1,1,1,1,5,1,5,1,5,1,4,4,5,5,2,5,1,4,1,5,1,3,5,4,2,3,2,4,2,5,3,3,4,51,1,3
3,4,4,3,4,3,3,2,4,4,2,4,4,4,2,2,1,1,2,1,1,5,1,5,1,4,1,5,5,4,4,4,4,4,3,2,3,2,4,3,4,3,4,3,2,2,4,4,3,3,24,1,3
1,5,1,5,1,5,1,5,1,5,5,1,4,1,3,5,5,5,4,5,1,3,1,5,2,4,2,4,5,3,4,4,3,5,2,3,4,4,4,2,4,1,4,1,3,2,4,3,2,3,18,1,3
3,3,5,3,3,3,2,4,3,5,1,4,4,3,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,5,4,5,5,1,2,2,4,1,3,2,4,1,5,1,3,1,5,4,5,3,45,1,3
1,4,2,4,2,4,1,5,1,5,4,2,4,2,4,4,4,3,4,4,4,4,3,4,2,4,2,4,4,4,2,2,4,3,2,1,5,3,2,4,4,2,4,3,3,2,4,4,4,3,17,1,13
4,3,5,3,4,3,2,5,2,5,5,5,5,4,3,3,3,3,4,1,5,5,5,2,1,1,1,2,1,4,4,5,4,4,1,5,3,4,3,3,2,3,5,5,5,1,5,1,1,5,17,1,6
1,5,1,4,1,5,1,5,2,5,2,5,4,5,1,1,5,3,4,1,5,2,5,1,4,1,5,1,2,1,4,3,4,4,2,4,5,4,4,3,5,3,4,1,4,2,5,5,5,4,17,0,3
3,2,5,3,5,2,5,2,5,2,3,3,3,3,2,5,4,3,5,3,1,5,2,4,2,4,2,5,5,5,3,4,4,2,3,2,5,3,5,3,5,2,4,3,4,2,4,3,5,4,20,1,4
3,2,3,2,4,1,4,3,4,3,4,3,5,2,2,3,3,2,5,3,1,4,2,4,1,3,1,5,5,4,4,5,5,2,3,4,4,1,5,4,3,1,5,1,4,1,4,3,5,5,45,0,3
1,5,4,4,2,4,2,2,4,5,1,5,4,5,4,5,4,5,5,1,5,3,4,4,4,2,4,1,2,2,3,5,4,3,2,3,4,4,2,3,2,1,3,3,3,4,5,5,4,2,38,0,4
2,3,3,4,2,3,2,5,2,4,4,3,4,2,2,4,5,4,5,4,3,4,3,4,3,3,3,3,3,3,2,3,4,4,1,4,3,4,2,4,4,3,4,3,3,2,3,3,5,4,21,1,11
2,5,1,3,2,4,2,5,1,5,4,5,4,3,4,4,3,3,4,3,3,2,2,4,3,4,4,3,4,3,2,5,2,4,2,4,2,4,2,2,3,4,3,4,2,4,3,2,4,2,23,0,11
1,3,5,2,5,1,4,4,1,1,2,2,4,1,2,2,4,3,2,3,1,4,1,5,1,5,1,5,5,4,4,5,2,2,5,1,5,1,4,3,3,2,4,2,4,2,4,4,4,4,35,1,5
